,dataset_name,freq,Trend,Seasonality,Stationarity,Transition,Shifting,Crossformer,Arima,RNN,Kalman Filter,Linear Regression,Naive Drift,Naive Mean,Naive Moving Average,Naive Seasonal,N-BEATS,N-HiTS,Random Forest,RNN1,AutoCES,AutoETS,AutoTheta,TCN,TiDE,Xgboost,DLinear,FEDformer,FiLM,Informer,Linear,NLinear,Non-stationary Transformers,PatchTST,TimesNet,Triformer,Lightgbm
3715,human_2.csv,Other,False,False,True,True,False,,44.56185103885228,34.225091872621064,38.40985244133089,38.73887909698084,65.84313810939393,34.50820064703901,65.80720428205129,65.80720428205129,41.97482955145574,46.10594769794358,51.32174080914638,58.71891893771283,39.18034008149004,58.24620976455071,46.54758639603336,43.90697908612938,46.96177058056335,53.44254292170907,36.73680351270584,44.74630783134839,38.34654828126856,38.31500207456188,31.438363814106,40.82662135649332,30.80122934326302,36.40786396429523,36.07411502844199,34.69344034548073,
3716,human_20.csv,Other,False,True,True,True,False,,61.90920620112421,169.10231192664634,33.949286668915875,67.85018265595303,42.96299965333588,125.7257867942228,42.82000708750968,42.82000708750968,14.540662807098316,25.03953612553267,36.217691932467496,168.7811790091137,40.2224855503876,43.98583021252332,43.98367790476856,32.88892723384805,12.820378583949834,36.19137453514058,41.49774049001698,50.71853004903959,46.96323118212585,28.496055479137787,37.522026646619246,37.59967435369831,45.099402983257,37.62125634486671,34.46019789113108,125.354433329984,
3717,human_21.csv,Other,False,True,True,True,False,,36.43005429041857,141.91988993303926,29.63567560383652,36.139509244087385,14.430607314508606,41.49777741810153,14.386457783260104,14.386457783260104,6.457797475225655,10.637451351422422,13.067001596801298,140.6123990922333,22.06987200148741,10.972336208172118,19.76519068013378,86.03945119572838,8.731755218779796,20.709859390749983,47.12873553926803,11.93134687717012,36.08524829318336,8.38158807977921,121.97149528956616,37.925886198214506,14.009706772326451,5.853376674441571,7.047227656864181,40.08087551062105,
3718,human_22.csv,Other,False,False,True,True,False,,30.23107533907723,182.19460022106608,20.5161466824788,33.726236441499715,21.190935159171733,54.27328492245229,20.683174823064267,20.683174823064267,20.752168316694807,20.440991552648484,37.81259097194041,181.61911148517723,19.66497856777984,20.70031371540369,20.783160255517053,140.8018767530681,15.306585574090306,34.94604640218232,36.76678603394024,29.78846160517119,23.191311211214007,13.2105197146269,160.46142086159364,26.464446613812854,22.847468703310632,19.77235940059313,14.98169377963442,52.53612331354853,
3719,human_23.csv,Other,False,False,True,True,False,,8.699455149397016,5.925815746810963,7.385145977891932,7.934071998407312,7.424031219188885,11.529554927541358,7.410828523763821,7.410828523763821,5.436215714512171,5.591731278304263,7.337137439992791,7.448547565272737,7.150275075440349,8.147846389201101,7.449651339144521,13.34101921354831,7.067017236208698,9.437359416309214,8.582779284765026,4.050497692421895,9.27743153547226,7.553985656078402,15.94956901968336,8.506914671946376,6.417904680399938,7.971789222839293,6.326878825522877,11.496496074106302,
3720,human_25.csv,Other,False,True,True,True,False,,31.286330474248448,50.80985267515129,36.08957584349665,17.8019073575241,44.629470487788986,45.54717262905294,44.54741204496644,44.54741204496644,12.931608404004033,13.1416132781777,9.078808267432814,47.31616937615946,40.65264135136458,44.54740749320195,44.54972062491554,45.64460971847598,10.86296275828736,17.939510476089605,42.99280131346013,19.49153894640181,26.35590039976536,24.056429542165528,41.7749622822379,33.96206465431644,45.36729129885936,26.764559473314947,19.63174695215395,45.05865993035212,
3721,human_26.csv,Other,False,True,True,True,False,,27.664403636508755,113.41285502806696,38.651705166465945,20.826838858779915,38.949051009816856,38.72007512739161,38.84406353063158,38.84406353063158,19.12715295835535,19.910784246258032,32.07905131681943,111.39274744413888,35.52386547966422,38.8441107408365,38.85227961768568,56.27730356760399,20.253617861679537,25.697278779973782,62.35120389938007,18.64353196541467,26.082224885088927,23.46455539828318,57.82658644131471,24.827656407445488,27.665850134713764,21.64088397717571,23.61301104942308,38.5771414106632,
3722,human_27.csv,Other,False,True,True,True,False,,7.90993694264876,190.312749990989,6.896897741264615,8.333062873471489,2.7321397807754595,14.02799929570464,2.743635450096012,2.743635450096012,8.818433760508059,2.14040705490753,7.547104945651903,190.53831023831265,6.338288404237848,8.506572354512235,2.7418935989120667,46.57864468961185,3.182037368650213,11.45324178437644,28.454310730741188,16.106359732775065,16.17022293748968,3.575470062094537,47.39539691801149,12.321688289029131,10.042243080940494,5.160591644894963,5.211945910198674,14.337171482329634,
3723,human_3.csv,Other,False,True,True,True,False,,9.28884591286962,45.207074470677135,6.152466857825755,4.583155909347961,4.818820412302464,45.74937589400936,4.805607992349766,4.805607992349766,3.531612743937197,5.959215145980588,14.806488928278815,45.26193164952953,5.236824513975717,7.858075893965699,4.836595131021276,10.51935225451951,4.126635919145986,4.889721657537839,13.00726864890424,5.036672808727316,8.535372387364024,6.979817279662829,17.153118605887407,8.768451438199321,11.583796645145764,6.151527616782396,6.956936013743727,7.90613436838097,
3724,human_30.csv,Other,False,False,True,True,True,,19.85224008561744,85.75835571684732,20.980420155449128,19.63790904587237,20.866113558955217,19.06632694130955,20.88517983424296,20.88517983424296,21.52320335156209,21.985793786059933,26.81525788480044,85.49882680925755,20.5107533874958,19.907976892627605,18.94965263460729,19.646294150349487,22.88990662695638,22.724413704881005,21.20528923794597,21.11381573107132,19.61283126666508,21.397240268134983,20.528362478159035,22.29021043899825,19.23903256918816,19.761886095630288,20.11151512338715,16.246726419213054,
3725,human_33.csv,Other,False,False,True,True,False,,30.789914160408184,30.48884276275444,31.80691267535452,30.99390723376789,58.49199090085379,30.887246076514995,58.41618728488056,58.41618728488056,30.88511001380377,34.05581635612989,42.35500643354737,42.42119138720355,32.39040797956713,42.98431824480737,30.783606280178915,23.53825377120636,45.04253826427232,39.097272610320005,31.70901651654374,28.807342503112377,32.401012002620845,32.40064191802348,24.79787877407511,34.256317275176464,31.908721592726653,32.84203773384486,32.007856436300486,28.739276352827293,
