file_name,freq,Trend,Seasonality,Stationarity,Transition,Shifting,Non-stationary Transformers,Crossformer,Arima,Block RNN,Kalman Filter,Linear Regression,Naive Drift,Naive Mean,Naive Moving Average,Naive Seasonal,N-BEATS,N-HiTS,Random Forest,RNN,Statsforecast Autoces,Statsforecast Autoets,Statsforecast Autotheta,TCN,TiDE,Xgboost,DLinear,FEDformer,FiLM,Informer,Linear,NLinear,Non-stationary Transformers,PatchTST,TimesNet,Triformer,Lightgbm
m4_Daily_dataset_1165.csv,Daily,TRUE,TRUE,FALSE,TRUE,TRUE,3.489241563,136.2281085,4.387428815,4.277113875,4.379785712,5.008029741,5.96864052,2.153594228,4.410633625,4.151526287,153.1331111,4.010976374,5.153046496,8.921392214,2.890164063,4.836148673,11.4956975,8.667146095,8.765160606,5.108552081,4.713445371,,,,,,,,,,
m4_Daily_dataset_1178.csv,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,,134.0725489,2.593872572,2.479512536,4.311994636,2.398002977,2.452713286,1.132944378,2.701384052,2.474120018,142.5380592,2.246037279,2.48784475,3.960716752,2.446253255,2.390947734,21.12321362,4.469554862,3.451921677,1.089171585,2.398093006,,,,,,,,,,
m4_Daily_dataset_1188.csv,Daily,FALSE,FALSE,FALSE,TRUE,TRUE,1.529462618,183.4146836,2.162629877,1.785854873,1.204035468,1.922934616,1.159455288,1.825537398,2.224666097,1.898729226,193.1468172,1.165791884,1.93766758,1.990813395,1.681501733,0.752161611,1.137081608,23.61971924,0.607609235,0.934183266,1.922848171,,,,,,,,,,
m4_Daily_dataset_1198.csv,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,12.27273858,163.4393798,17.37890886,13.7202217,6.767031515,20.08229703,10.36070652,10.86565499,11.3834372,17.9778223,167.9190907,11.05982624,20.57070572,19.18695553,8.892228049,5.983997978,63.44961763,10.32134508,13.74060886,10.78333703,20.08159891,,,,,,,,,,
m4_Daily_dataset_1202.csv,Daily,TRUE,FALSE,FALSE,FALSE,TRUE,2.393451402,191.4255164,1.124381456,1.464047323,2.329222164,1.136549611,1.230911868,1.10661134,1.242619107,1.19214896,192.5696124,1.383383791,1.039415163,2.892626098,1.351285446,1.019770034,71.23394901,3.462575662,1.746038707,0.453865583,1.109644629,,,,,,,,,,
m4_Daily_dataset_1229.csv,Daily,TRUE,FALSE,FALSE,FALSE,TRUE,,191.3348735,1.563697752,1.545283283,2.44868853,1.671641558,2.039272112,2.307355772,1.394866975,1.619271437,192.4988183,1.422335525,1.361741843,3.037043635,1.294886236,1.02740296,75.36110796,4.127407201,5.561928268,0.825926744,1.519094466,,,,,,,,,,
m4_Daily_dataset_1241.csv,Daily,TRUE,TRUE,FALSE,TRUE,FALSE,1.331903691,189.379643,1.768042845,1.525264988,1.700748424,1.410825483,1.581257251,1.099891694,1.635295795,1.38951187,190.6849214,1.141693076,1.395127108,1.675134875,0.80956266,1.210862315,37.58633044,2.608462565,1.713328567,0.513399198,1.410825169,,,,,,,,,,
m4_Daily_dataset_126.csv,Daily,TRUE,FALSE,FALSE,TRUE,FALSE,0.963106871,171.2143807,0.919129986,0.899972901,2.148622316,0.975360054,1.3891368,1.55364048,0.922830115,0.932615833,187.6863005,0.940478518,0.958551644,1.462135023,1.013168305,1.478423487,23.1751915,12.84990769,0.886383058,1.961912213,0.957219352,,,,,,,,,,
m4_Daily_dataset_1268.csv,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,,108.9916344,2.662932168,2.638794448,3.301406294,2.452774792,2.91222513,2.408374026,2.741032595,2.600301804,120.7847387,2.651063948,2.555699365,3.073574639,1.943762316,2.231439771,6.620776815,3.626774097,2.95290502,1.418820417,2.321801416,,,,,,,,,,
m4_Daily_dataset_1276.csv,Daily,TRUE,FALSE,FALSE,FALSE,TRUE,,189.5267104,4.23181041,2.970112936,2.948001656,3.893917988,4.824798906,3.202308013,2.946522955,3.943978892,191.6505362,2.904129201,4.477187131,5.533042015,3.353725508,3.014597934,41.67158064,4.694061861,4.384063422,3.623436877,4.332966767,,,,,,,,,,
