,Dataset,Triformer,TimesNet,PatchTST,Non-stationary Transformers,NLinear,Linear,Informer,FiLM,FEDformer,DLinear,Xgboost,TiDE,TCN,AutoTheta,AutoETS,AutoCES,RNN1,Random Forest,N-HiTS,N-BEATS,Naive Seasonal,Naive Moving Average,Naive Mean,Naive Drift,Linear Regression,Kalman Filter,RNN,Arima,Crossformer,LightGBM
4,freq_Monthly,67.01527455556347,18.892964976911443,19.134150913353796,23.57683020519944,28.50478169247152,56.64846371005983,21.83900314672405,18.836046065471347,20.22036063409423,22.254190970483005,20.645247691499343,27.458694488731695,86.5223053077894,25.40194033446484,30.850548632702356,23.025360306628272,97.35349902640384,19.565727800361948,22.378494221952757,19.456728716625825,28.46188758236641,28.46188758236641,32.42707940863188,29.85971394172549,44564366791.189926,23.073554248286943,97.40700616967072,22.261275405834976,97.74010816227472,21.571870505077584
5,freq_Other,1349.046845121817,1385.6583430153676,1270.2231595230112,1297.8599061367067,1330.4502998452322,827.941931576728,1353.765900148998,1482.268650009178,1391.790397998589,1296.3499202651617,1317.642639297257,1307.2440367740485,835.5014129420251,1386.5544105623353,1362.9233457618277,1289.34664335283,88.11794143183204,1433.9225116640926,1295.4989760584951,1262.211589638371,1275.2500695859735,1275.2500695859735,1483.5433923842425,1266.276635437728,1390.8943092397749,1149.0798703027313,81.4758262389683,1284.72003476675,84.078291312771,
6,freq_Quarterly,97.16664317352448,18.23044733463168,19.07517611604994,22.544209213091698,26.60988574183078,109.79388586892512,19.293832398700832,21.341172404641977,22.868796861023167,24.28998990990684,21.88566140588497,25.492787864471605,108.8180008195198,21.70187048487487,23.236905956521177,22.27953153108853,99.72662062300192,21.180423407847982,21.68326027684475,19.91851033417186,21.82493227614257,21.82493227614257,37.90089995777976,22.448442409401704,22.304408178828567,23.037253913749968,99.57422666695236,19.858816614540544,99.54974791842152,27.947897620051524
7,freq_Weekly,64.17269848244577,10.520572736489427,11.76885085726282,12.715847338111354,13.835921489869817,33.796160302846275,10.831140666978236,12.851115507448617,12.512329345901769,14.077252237338424,12.895410341852257,14.663670779388504,42.55486795037517,12.485244616908556,14.02943241286739,12.710903685891497,93.31832952250302,12.638747075024131,11.390011002176491,11.327348037591532,12.542563417811593,12.542563417811593,56.8772264398793,13.420782703017569,1502.3799647126236,12.151606058669634,93.45132544716728,12.673891587149464,94.0435977138184,13.856944003904182
8,freq_Yearly,99.8148638782871,22.437457770482,24.125436033598756,21.15623269596316,26.170729004899247,109.84751975638255,25.46082188482167,27.15719095211109,26.940792239519205,26.34716063787643,25.273755935113115,64.02047724470506,122.97039590337948,24.193025679142927,24.19317735862149,25.735966440604734,99.94383902610925,25.050577316368383,24.48663738161772,23.157942985580807,23.942089543582785,23.942089543582785,38.53179652765056,25.82036894113541,1368960866563.8853,81.89716813062219,99.28367259231912,25.862323142897303,99.40259443352804,35.744792788109855
9,Trend_False,230.277212839357,188.38163715742476,175.77689687493606,199.5486229314455,195.28992182145225,163.16678033145476,190.4977545528697,202.42164971814395,191.3863677442565,182.33679780293,181.65389375321297,192.2569435382828,174.8808678123065,196.78167044032463,199.46765183573345,187.74623905275027,89.97444388178154,194.81954873998285,180.3865767245484,173.04791209643466,185.6447956022446,185.6447956022446,229.0787199613618,186.4592257852477,581522846026.8873,172.47900801831943,83.6668613082304,187.91457170218857,87.46879466081114,36.296428617002825
10,Trend_True,77.49148996410166,19.967226362713607,22.049327943771345,14.852116836511891,23.357553913411028,79.91834562562497,22.335863438212503,24.038434724514413,25.22358836687114,25.85448847001345,19.968366753516985,33.26006264863214,91.5337890307536,28.67030371708287,23.995302080993262,20.747276037566557,95.47295260853566,18.638604430038363,22.772563096906023,21.20843720241794,23.73692143159892,23.73692143159892,529.1797037310039,48.09422547919004,43361595613.00326,39.28469212189758,97.31637554530153,82.15414129110616,98.58000976713156,21.43854392414098
11,Stationarity_False,95.75060822913352,32.70752731030709,35.80927167234298,46.62847746094972,48.8230062225302,92.97332245459349,34.81728465646582,43.38512815422558,41.23647373023178,41.92047011402226,26.66251656888897,43.97363706556092,94.96329817229542,43.65513754924154,45.710007342765785,32.10778483834184,93.1497581926633,28.875261389338142,31.704986281159396,30.22149710770059,41.07397521144422,41.07397521144422,66.69945971865624,41.91550662104305,448480937780.9108,49.65356019649684,93.77702838535964,36.72196537930398,94.5082020098908,23.96987173262907
12,Stationarity_True,229.6169549697983,200.21187007135023,182.95513029486852,182.0081310213414,186.18852245977305,157.53285167282613,202.71766404758372,205.00831543838575,197.20843593575557,186.1385881965354,202.4174061496644,205.6549945001131,185.62034053692773,204.7325200097384,197.4443272106517,208.97338876584064,92.43164976025652,212.44400677011944,196.5368022095265,187.9132198742329,188.36490662636453,188.36490662636453,955.4084878146632,224.4644536333024,537.2684596570763,181.33379537811143,86.96869578973103,286.1009674944225,92.1786555549164,33.75728310741809
13,Transition_False,82.68541286659176,10.392783130197769,11.700908276719083,12.104925345136104,13.448183927051058,80.9448172801807,12.005101954647444,12.916841045943436,13.889216742600894,14.148912589381291,12.131510838060352,25.724646799446383,93.13101071014908,12.209581998201324,12.643499999041726,12.539021602052063,95.87672333174002,11.987417563739296,12.88186374950172,12.46431953520336,13.142426146800336,13.142426146800336,42.36925995506797,13.057968668760388,833871994677.7195,35.850423316900866,96.68407581241388,12.415316161403092,97.58582980448996,23.6192196016162
14,Transition_True,177.41504527329454,137.96823199258506,130.58370599411728,139.42553763566892,143.86835583786538,135.298152065831,140.55455382079995,149.52618104301223,142.61366440243415,136.91144313092477,132.53829958485696,143.87048222431577,146.67652984440193,149.96950256347728,147.62133087582893,138.5548203552554,91.59940288107106,140.33398045575126,133.6602598564436,127.63205019279012,137.86787565746803,137.86787565746803,576.9033265673473,158.9307717990674,144604.40033058714,130.4713780387835,88.4755941544997,188.9292601824945,91.62734329518274,29.36257019471954
15,Shifting_False,197.8544790214493,150.05190595481253,140.30604210571022,158.62515852327897,151.6658717341864,134.30144545434874,156.53767622305466,164.81391844780984,155.37608966737136,146.6684759439038,147.78305164752337,157.39086544272746,159.35709891172502,155.65049376070354,156.91734858872044,145.54388790642886,92.63375235346768,156.68132740560813,145.77348590833887,140.9361317235355,148.83971101772843,148.83971101772843,197.35819176778372,150.15512236210057,189760.9150133728,137.7774093900188,90.13452517603471,145.0814114218854,93.9730170894671,31.214113494324224
16,Shifting_True,94.99532256049588,41.75060299766094,42.39691168934317,35.43980334635784,49.898159668965526,100.19733072888748,39.951502169035166,44.24323356216519,44.9829450808204,46.14125810257324,38.06948065528195,52.55424893507832,99.00844665314251,53.16064242596339,49.19190422811136,42.67707129263297,93.11056191809548,39.5424546245572,41.94712114273312,38.49826500435913,44.63127280008116,44.63127280008116,586.2617112557767,70.6007242898232,553025299179.4333,60.71445857283916,92.32908912657705,113.8424276561124,93.3307139592422,23.76037969743871
0,Seasonality_False,16.49583805342751,1.4779827475979186,1.639327141236239,1.638368787996512,1.7332484458816797,13.377109503776312,1.6012320486861171,1.7687326764072384,1.8786580777553397,1.9494752508701647,1.8135511292404185,2.5262133518250978,15.440953219149478,1.5032307225843096,1.5442367923558236,1.6445221734773934,23.888742633479303,1.730647592137564,1.6775864134110663,1.677341180256094,1.650405614849921,1.650405614849921,9.190609597181483,1.5944080989043372,25800387895.034657,3.318365208205232,23.257477797236746,1.4960919187504678,23.703659108562142,3.2671628666001835
1,Seasonality_True,19.37824113358586,1.4462974013893872,1.6604502132982624,2.3840795743388354,2.8496839545176917,17.728347218076088,2.3899030195687194,1.8821267774407324,2.100237765191304,2.40888706700202,1.715231457572138,2.073961078777429,24.158951476696625,3.900503702430641,4.091002188178747,2.8449004318396267,30.231045028142425,1.649472024898541,2.188945799879305,2.0809253690884666,4.16415061756639,4.16415061756639,8.855203967444508,4.11122589083005,7882693550.166009,9.001575906244675,29.456127986370905,2.8302502551630133,29.70367280973094,3.4257132080432062
2,freq_Daily,10.52022334742446,1.0244327555917256,1.0786306710351936,1.142834603375654,1.2466069784328209,5.23866775488142,1.098456580433428,1.1096849494521444,1.1743650498039775,1.2751769841156628,1.2372043620728015,1.1726518481242731,7.917306212214989,1.1667187516653377,1.2096053269781688,1.2617446644939814,19.490072433818845,1.1593290622466874,0.9956864647732412,1.0650657209768173,1.2252446810711843,1.2252446810711843,5.917949840085191,1.254318391411874,1.343332951411749,1.205584748453799,19.444340131150383,1.1093615004558464,19.945282444999005,
3,freq_Hourly,6.850364652757078,0.952372228677921,1.2391950563454155,1.884458498641108,1.8654668863969228,4.780923190051124,3.086991959860629,1.3546123439163724,1.1652066912274042,1.4574579852509812,0.9857779726727388,1.218586820725267,9.63063752355101,7.159628036702646,7.492179719809173,,12.85893487955777,0.8841621308581461,1.4937215681353864,1.115378654114573,7.244363740641161,7.244363740641161,7.321714838627729,7.15821692470407,0.8680780549839304,7.953828659118855,9.383803782714692,4.316260052034702,9.670073737012514,
4,freq_Monthly,13.725179559814569,1.0531376142105364,1.1173595658733373,1.8671455685833331,2.27955195318051,10.777018502310838,1.5413019916520283,1.3095062945879603,1.3921083134107244,1.764117018125197,1.2356390891089533,1.3882973637063705,20.27766055664847,2.341827614195368,2.577187796746799,2.339487248633548,29.12194177592398,1.1483872107856774,1.5254168593424655,1.4860478294190171,2.544979941605478,2.544979941605478,5.352354041258303,2.6162157788463287,5493926683.052846,2.120300815634479,29.42703047586102,1.7251501534187237,29.54694064729975,1.6698290547232804
5,freq_Other,42.54437922201761,2.152681889236398,2.3066853477088194,2.6335730193532974,3.1225481231813537,48.97736690677945,2.288872644396598,3.434280786177366,3.616842052258825,3.2119876549676944,3.357875095899761,2.693929486804807,48.08682489490403,2.3583493539535167,2.2317529018120017,2.370184764325352,55.7733258178219,3.197548480525981,2.708760629256584,2.5570028790633312,2.940537511205829,2.940537511205829,30.34493586623903,2.379991999828406,2.378286350591191,2.5959082628885035,55.49167023479822,2.092689325175085,59.541341030281664,
6,freq_Quarterly,18.362471112306448,1.1265448631225905,1.187445593248586,1.7289204103505231,2.216676282111469,20.01307847621172,1.3953723019219515,1.418066549888587,1.7405113568159745,1.901657578793672,1.432685299232307,1.438154611154129,20.26306792638062,1.705781626088751,1.726010928789291,1.7765082733425035,19.24407580998216,1.4005381318384644,1.4163872748475137,1.4408471124575075,1.983987083944119,1.983987083944119,5.722240699365472,1.93951306848229,1.2106425945776045,1.9025704577765248,19.193547031841145,1.1640217598542224,19.20064792375212,2.6619653841701485
7,freq_Weekly,22.40379120933238,1.182070494018311,1.2962626850025698,1.2845235278178653,1.5472064884108052,4.901666085218665,1.2074789919328923,1.4295355203350957,1.3454064407267567,1.8028414007022195,1.7213574305546138,1.757781588104839,7.649016793333219,1.615494691605561,1.51513280777897,1.4282235032532986,44.17391564562357,1.588292432975502,1.3002388844214745,1.426402154756048,1.555265359690552,1.555265359690552,23.587822382750584,1.709512006894231,32.454426469469055,1.3702732224309089,43.85906982888604,1.4978448029543394,44.13867685336263,2.6696309333588832
8,freq_Yearly,24.29283982528565,2.9214093394219853,3.4759842404775427,3.2969273166812307,3.1142646008886463,26.08638123995085,3.3438644621565268,3.470191277120742,3.8911972013499647,3.8105216363957584,3.251150471666316,6.276740113962934,29.223707019357903,2.729046828345046,2.863799458465445,3.167521268283456,24.653648704380487,3.207943469745248,3.8698321478019584,3.7451525954129994,3.039348427203128,3.039348427203128,7.276238697863085,2.783417951665601,95369274535.53882,19.011759727090443,24.36348829111164,3.242048850758508,24.387403791203248,6.282508306081756
9,Trend_False,5.877934070837482,0.9680566172278152,1.0069141147419995,1.1273027037623056,1.3257080643056105,6.21765416534227,1.0642005301583422,1.0523368200111458,1.0766105808909372,1.1313625004829024,1.1268460029697165,1.2724310360541409,7.717514003615114,1.2455859869720238,1.3109461287265711,1.1967378087568024,8.281731721874571,1.059186162238775,1.1159285942036197,1.0734929013611554,1.3139192862958815,1.3139192862958815,1.6479143134104948,1.3966375281940402,31147267117.698154,2.1852096027943912,8.71083187167137,1.10424859529351,8.940637247447947,1.127248126072298
10,Trend_True,28.09143350722933,1.9105954897428743,2.2200383672497783,2.650752346985845,2.9136511913680203,22.958300616615585,2.6579709869890875,2.4919842784989528,2.757579452563242,3.016424052852786,2.35531812490896,3.3159691962382265,28.71639116909136,3.48609803241672,3.614634080356312,2.8167917463411376,44.36519237392153,2.271326596353117,2.553342583481512,2.512005407834869,3.788878765062339,3.788878765062339,15.685639618171995,3.611169678946001,7922826143.552563,8.485930257896403,40.78833401742256,2.8216374585851867,41.28677887207598,4.874052114748194
11,Stationarity_False,24.94490122104854,1.7934165675770892,2.0654339142104554,2.4506980921064225,2.731806631616609,20.639279100901334,2.4076748320318977,2.2972247720981325,2.553246383279357,2.768152198969249,2.214109195451405,3.006641641913243,25.90685554890624,3.002882738680441,3.117821133436516,2.585362023795106,39.089692823195016,2.125237235313012,2.3054292990233205,2.268982878977417,3.287525676127561,3.287525676127561,13.66415708832087,3.1433114917948544,31141490090.363167,7.032232735882334,36.32014584203909,2.5003971435268406,36.82555890566308,4.431037807612237
12,Stationarity_True,6.308519515946039,0.961134293027858,1.003834455990839,1.132145353440072,1.2901207736465967,6.460889596362325,1.1328137775340634,1.0660630080960125,1.0571048104543883,1.1390270417844814,1.1001303593573424,1.342635772669981,7.870484437033376,1.5444758642250296,1.6182213020134402,1.1894610932459364,8.304547138413948,1.043234767216375,1.212034397758044,1.1618469505102342,1.5941385114693123,1.5941385114693123,1.970921062351158,1.677037304456632,15.848363131335857,3.171779373354365,9.21620935606983,1.257338641493268,9.380469582257714,1.1865155104534797
13,Transition_False,27.83057981468359,1.798797018388325,2.1018033783567605,2.2767829592001867,2.488740897257723,23.650859868310285,2.1358187347503885,2.36947585996378,2.676436756435995,2.682361873987161,2.3227993710288293,3.3032408403539453,27.98704262576758,2.1126006535468163,2.172331403227303,2.284323347798342,39.65138446138943,2.2775008643654053,2.3713877442164817,2.3584292264661806,2.5059626757747586,2.5059626757747586,14.810046834831924,2.2531749864259547,53122975432.52016,8.25858864255685,36.96059590277317,2.1565741331427217,37.37238921790423,4.983770560013969
14,Transition_True,11.97160309109792,1.2820454529804295,1.3968905030032994,1.7443614687833588,1.985359735614252,10.317223910985868,1.7788700952791363,1.5053119436212925,1.5713724491736247,1.8204962094549524,1.4738215547033882,1.8268055957887213,13.74421208703034,2.6031453972279617,2.7233712011376543,1.9487352108508775,19.90144293216897,1.3804492047948491,1.6012783810822813,1.543486887278814,2.684321654266078,2.684321654266078,5.890739508961867,2.738689008395927,57246.96658384709,3.9982102226645457,19.41357969223526,1.9304951532123125,19.7589828495868,2.098454888104371
15,Shifting_False,9.40099693381096,1.0624254300804372,1.1417452095277691,1.355222531105864,1.5632000370906751,9.484114209645014,1.485461227574907,1.2567303355986066,1.2617583194695876,1.4096299095508538,1.2285351493267125,1.709045060707603,12.498747519482349,2.174363417602567,2.24799895112918,1.4108625480450665,15.065782787438833,1.158628788740394,1.3901452767735891,1.3631806602788057,2.228214859795649,2.228214859795649,3.340665954905695,2.2882088482230305,74317.67625060672,4.121530928556998,15.380983182432688,1.6807162671479845,15.63917861428438,1.393824434577564
16,Shifting_True,25.56973007234044,1.8570458140195296,2.1381434638686176,2.506751733862938,2.747310483820644,20.464253766317007,2.3135348082582183,2.351734907474575,2.6457327618664377,2.822510918755854,2.306207934115577,2.9748565938820346,24.925362015490272,2.675552732610976,2.7986088683066024,2.6949367221724443,37.92125953628726,2.2237370396508043,2.345312551335916,2.2890135096343034,3.001831339507089,3.001831339507089,14.609656392799282,2.835665077030289,37197764490.81683,6.861797163543682,35.61176112475851,2.3313666774558146,36.09222954209616,4.83546613134778
